origin,destination,distance_meters,duration_minutes,unlevel_percent,intersect_lon,intersect_lat
Praça da Galiza,Estrada da Papanata; Praça da Galizia,96.1348920288768,1.1536187043465216,0.7796830741867559,-8.8206549,41.6959844
Estrada da Papanata,Praça da Galiza,113.1277677653313,1.3575332131839755,0.4180633097402699,-8.8206549,41.6959844
Praça da Galiza,Estrada da Papanata,51.9127441539217,0.6229529298470603,0.22173684700972224,-8.8206549,41.6959844
Rua de Límia,Rua da Argaçosa,227.51202138426098,2.7301442566111316,0.14999445933913577,-8.818198999960416,41.69659910000476
Rua da Argaçosa,Rua de Límia,314.52810758115425,3.774337290973851,0.16640857354158287,-8.818198999960416,41.69659910000476
Avenida dos Combatentes da Grande Guerra,Rua General Luís do Rego,51.583988781587415,0.619007865379049,3.8195271078333577,-8.8302137,41.69378079999999
Rua General Luís do Rego,Avenida dos Combatentes da Grande Guerra,91.25645784759539,1.0950774941711445,3.411430456590621,-8.8302137,41.69378079999999
Avenida dos Combatentes da Grande Guerra,Rua Cândido dos Reis; Rua Nova de Santana,362.0719677833972,4.344863613400767,0.14838408999407737,-8.8302137,41.69378079999999
Rua Cândido dos Reis; Rua Nova de Santana,Avenida dos Combatentes da Grande Guerra,91.25645784759539,1.0950774941711445,3.411430456590621,-8.8302137,41.69378079999999
Rua General Luís do Rego,Rua Cândido dos Reis; Rua Nova de Santana,362.0719677833972,4.344863613400767,0.14838408999407737,-8.8302137,41.69378079999999
Rua Cândido dos Reis; Rua Nova de Santana,Rua General Luís do Rego,51.583988781587415,0.619007865379049,3.8195271078333577,-8.8302137,41.69378079999999
Rua de Santa Clara,Travessa Luís Jácome,86.56726971197578,1.0388072365437095,1.5815056232666806,-8.8307909,41.6919321
Travessa Luís Jácome,Rua de Santa Clara,49.38030919929233,0.592563710391508,5.618224765184005,-8.8307909,41.6919321
Estrada da Papanata,Rua da Argaçosa,227.51202138426098,2.7301442566111316,0.14999445933913577,-8.820478714433943,41.69640467144436
Rua da Argaçosa,Estrada da Papanata,51.9127441539217,0.6229529298470603,0.22173684700972224,-8.820478714433943,41.69640467144436
Estrada da Papanata,Rua Tenente Coronel Afonso do Paço,118.18175928907313,1.4181811114688774,4.612831727133906,-8.820478714433943,41.69640467144436
Rua Tenente Coronel Afonso do Paço,Estrada da Papanata,51.9127441539217,0.6229529298470603,0.22173684700972224,-8.820478714433943,41.69640467144436
Rua da Argaçosa,Rua Tenente Coronel Afonso do Paço,118.18175928907313,1.4181811114688774,4.612831727133906,-8.820478714433943,41.69640467144436
Rua Tenente Coronel Afonso do Paço,Rua da Argaçosa,227.51202138426098,2.7301442566111316,0.14999445933913577,-8.820478714433943,41.69640467144436
Campo da Agonia,Avenida do Campo do Castelo,137.32041488868177,1.6478449786641813,1.2727381452127322,-8.836779650312584,41.69193853089013
Avenida do Campo do Castelo,Campo da Agonia,172.2092294520239,2.0665107534242866,0.8747482652978955,-8.836779650312584,41.69193853089013
Campo da Agonia,Avenida do Batalhão de Caçadores 9,114.53143833511307,1.3743772600213566,2.093505747519804,-8.836779650312584,41.69193853089013
Avenida do Batalhão de Caçadores 9,Campo da Agonia,172.2092294520239,2.0665107534242866,0.8747482652978955,-8.836779650312584,41.69193853089013
Campo da Agonia,Praça General Barbosa,65.53275093475904,0.7863930112171084,2.1191753301700724,-8.836779650312584,41.69193853089013
Praça General Barbosa,Campo da Agonia,172.2092294520239,2.0665107534242866,0.8747482652978955,-8.836779650312584,41.69193853089013
Avenida do Campo do Castelo,Avenida do Batalhão de Caçadores 9,114.53143833511307,1.3743772600213566,2.093505747519804,-8.836779650312584,41.69193853089013
Avenida do Batalhão de Caçadores 9,Avenida do Campo do Castelo,137.32041488868177,1.6478449786641813,1.2727381452127322,-8.836779650312584,41.69193853089013
Avenida do Campo do Castelo,Praça General Barbosa,65.53275093475904,0.7863930112171084,2.1191753301700724,-8.836779650312584,41.69193853089013
Praça General Barbosa,Avenida do Campo do Castelo,137.32041488868177,1.6478449786641813,1.2727381452127322,-8.836779650312584,41.69193853089013
Avenida do Batalhão de Caçadores 9,Praça General Barbosa,65.53275093475904,0.7863930112171084,2.1191753301700724,-8.836779650312584,41.69193853089013
Praça General Barbosa,Avenida do Batalhão de Caçadores 9,114.53143833511307,1.3743772600213566,2.093505747519804,-8.836779650312584,41.69193853089013
Avenida do Campo do Castelo,Avenida do Campo do Castelo; Alameda Alves Cerqueira,103.08791818380394,1.237055018205647,1.0102854228779334,-8.8360438,41.68994319999999
Avenida do Campo do Castelo; Alameda Alves Cerqueira,Avenida do Campo do Castelo,241.44482223508976,2.8973378668210774,1.6609087128144,-8.8360438,41.68994319999999
Avenida do Batalhão de Caçadores 9,Rua do Penedo,250.80478493923908,3.009657419270869,0.3396859985364862,-8.837328154162579,41.692800057711565
Rua do Penedo,Avenida do Batalhão de Caçadores 9,114.53143833511307,1.3743772600213566,2.093505747519804,-8.837328154162579,41.692800057711565
Praça General Barbosa,Largo São Domingos,75.83107078420883,0.909972849410506,0.2493565937154425,-8.834798549996956,41.69171360000611
Largo São Domingos,Praça General Barbosa,76.2744515373176,0.9152934184478112,2.140788240255881,-8.834798549996956,41.69171360000611
Praça General Barbosa,Rua Cónego Domingos Borlido,90.71504152462987,1.0885804982955583,0.38401839427777323,-8.834798549996956,41.69171360000611
Rua Cónego Domingos Borlido,Praça General Barbosa,76.2744515373176,0.9152934184478112,2.140788240255881,-8.834798549996956,41.69171360000611
Largo São Domingos,Rua Cónego Domingos Borlido,90.71504152462987,1.0885804982955583,0.38401839427777323,-8.834798549996956,41.69171360000611
Rua Cónego Domingos Borlido,Largo São Domingos,75.83107078420883,0.909972849410506,0.2493565937154425,-8.834798549996956,41.69171360000611
Rua de Monserrate,Rua Dona Amélia de Morais,261.2391707028145,3.134870048433774,7.074964016379975,-8.838876543792761,41.692733803592176
Rua Dona Amélia de Morais,Rua de Monserrate,73.66742804352508,0.884009136522301,2.276004380347753,-8.838876543792761,41.692733803592176
Avenida do Campo do Castelo; Alameda Alves Cerqueira,Alameda João Alves Cerqueira,500.1861964508599,6.002234357410319,0.07557605637622479,-8.835332,41.689260899999994
Alameda João Alves Cerqueira,Avenida do Campo do Castelo; Alameda Alves Cerqueira,103.08791818380394,1.237055018205647,1.0102854228779334,-8.835332,41.689260899999994
Avenida do Campo do Castelo; Alameda Alves Cerqueira,Rua dos Mareantes,133.40442835280328,1.6008531402336394,0.7604517419789023,-8.835332,41.689260899999994
Rua dos Mareantes,Avenida do Campo do Castelo; Alameda Alves Cerqueira,103.08791818380394,1.237055018205647,1.0102854228779334,-8.835332,41.689260899999994
Alameda João Alves Cerqueira,Rua dos Mareantes,133.40442835280328,1.6008531402336394,0.7604517419789023,-8.835332,41.689260899999994
Rua dos Mareantes,Alameda João Alves Cerqueira,500.1861964508599,6.002234357410319,0.07557605637622479,-8.835332,41.689260899999994
Rua do Penedo,Praça General Barbosa,44.19547103835476,0.5303456524602571,2.4170158850754557,-8.835163400000537,41.69268100000897
Praça General Barbosa,Rua do Penedo,250.80478493923908,3.009657419270869,0.3396859985364862,-8.835163400000537,41.69268100000897
Rua do Penedo,Rua de São Tiago,192.95739753737152,2.315488770448458,0.47051681206914636,-8.835163400000537,41.69268100000897
Rua de São Tiago,Rua do Penedo,250.80478493923908,3.009657419270869,0.3396859985364862,-8.835163400000537,41.69268100000897
Praça General Barbosa,Rua de São Tiago,192.95739753737152,2.315488770448458,0.47051681206914636,-8.835163400000537,41.69268100000897
Rua de São Tiago,Praça General Barbosa,44.19547103835476,0.5303456524602571,2.4170158850754557,-8.835163400000537,41.69268100000897
Largo São Domingos,Rua Góis Pinto,62.215690168137925,0.746588282017655,1.5653597377759085,-8.8339037,41.6915846
Rua Góis Pinto,Largo São Domingos,75.83107078420883,0.909972849410506,0.2493565937154425,-8.8339037,41.6915846
Largo São Domingos,Largo São Domingos; Rua de Altamira,172.954640144359,2.075455681732308,0.14275258553658748,-8.8339037,41.6915846
Largo São Domingos; Rua de Altamira,Largo São Domingos,75.83107078420883,0.909972849410506,0.2493565937154425,-8.8339037,41.6915846
Rua Góis Pinto,Largo São Domingos; Rua de Altamira,172.954640144359,2.075455681732308,0.14275258553658748,-8.8339037,41.6915846
Largo São Domingos; Rua de Altamira,Rua Góis Pinto,62.215690168137925,0.746588282017655,1.5653597377759085,-8.8339037,41.6915846
Praça General Barbosa,Rua General Luís do Rego,220.2352055837556,2.6428224670050673,0.10682389486244952,-8.8349587,41.69234989999999
Rua General Luís do Rego,Praça General Barbosa,44.19547103835476,0.5303456524602571,2.4170158850754557,-8.8349587,41.69234989999999
Rua Dona Amélia de Morais,Rua de São José,120.65837253735295,1.4479004704482352,5.398760999703706,-8.837312885569196,41.69457888237635
Rua de São José,Rua Dona Amélia de Morais,261.2391707028145,3.134870048433774,7.074964016379975,-8.837312885569196,41.69457888237635
Rua Dona Amélia de Morais,Rua Santa Teresa,167.89343178147868,2.014721181377744,4.884996149031433,-8.837312885569196,41.69457888237635
Rua Santa Teresa,Rua Dona Amélia de Morais,261.2391707028145,3.134870048433774,7.074964016379975,-8.837312885569196,41.69457888237635
Rua Dona Amélia de Morais,Rua de São José; Rua Portela de Baixo,310.8249090951811,3.7298989091421735,4.582353273877315,-8.837312885569196,41.69457888237635
Rua de São José; Rua Portela de Baixo,Rua Dona Amélia de Morais,261.2391707028145,3.134870048433774,7.074964016379975,-8.837312885569196,41.69457888237635
Rua de São José,Rua Santa Teresa,167.89343178147868,2.014721181377744,4.884996149031433,-8.837312885569196,41.69457888237635
Rua Santa Teresa,Rua de São José,120.65837253735295,1.4479004704482352,5.398760999703706,-8.837312885569196,41.69457888237635
Rua de São José,Rua de São José; Rua Portela de Baixo,310.8249090951811,3.7298989091421735,4.582353273877315,-8.837312885569196,41.69457888237635
Rua de São José; Rua Portela de Baixo,Rua de São José,120.65837253735295,1.4479004704482352,5.398760999703706,-8.837312885569196,41.69457888237635
Rua Santa Teresa,Rua de São José; Rua Portela de Baixo,310.8249090951811,3.7298989091421735,4.582353273877315,-8.837312885569196,41.69457888237635
Rua de São José; Rua Portela de Baixo,Rua Santa Teresa,167.89343178147868,2.014721181377744,4.884996149031433,-8.837312885569196,41.69457888237635
Alameda João Alves Cerqueira,Largo de João Costa; Alameda João Alves Cerqueira,121.01898638238264,1.4522278365885917,1.2593157327280151,-8.8298252,41.69084269999999
Largo de João Costa; Alameda João Alves Cerqueira,Alameda João Alves Cerqueira,500.1861964508599,6.002234357410319,0.07557605637622479,-8.8298252,41.69084269999999
Rua de São Tiago,Largo 9 de Abril,42.36542192355862,0.5083850630827034,1.8126812459676165,-8.8331061,41.69332729999999
Largo 9 de Abril,Rua de São Tiago,192.95739753737152,2.315488770448458,0.47051681206914636,-8.8331061,41.69332729999999
Avenida do Batalhão de Caçadores 9,Avenida Conde da Carreira,36.17634111994887,0.43411609343938645,2.1368524994701636,-8.8334417,41.6937024
Avenida Conde da Carreira,Avenida do Batalhão de Caçadores 9,113.26293746707307,1.3591552496048769,2.8990189520572063,-8.8334417,41.6937024
Rua Góis Pinto,Rua Frei Bartolomeu dos Mártires,89.02039839412359,1.0682447807294833,0.915101154815053,-8.8337279,41.691040699999995
Rua Frei Bartolomeu dos Mártires,Rua Góis Pinto,48.26124804202636,0.5791349765043163,1.9286516942344678,-8.8337279,41.691040699999995
Largo São Domingos; Rua de Altamira,Rua do Loureiro,76.451537453514,0.917418449442168,2.29221896151399,-8.83199719989339,41.69110545001663
Rua do Loureiro,Largo São Domingos; Rua de Altamira,172.954640144359,2.075455681732308,0.14275258553658748,-8.83199719989339,41.69110545001663
Largo São Domingos; Rua de Altamira,Rua de Olivença,85.98797245489004,1.0318556694586805,4.161184943133148,-8.83199719989339,41.69110545001663
Rua de Olivença,Largo São Domingos; Rua de Altamira,172.954640144359,2.075455681732308,0.14275258553658748,-8.83199719989339,41.69110545001663
Rua do Loureiro,Rua de Olivença,85.98797245489004,1.0318556694586805,4.161184943133148,-8.83199719989339,41.69110545001663
Rua de Olivença,Rua do Loureiro,76.451537453514,0.917418449442168,2.29221896151399,-8.83199719989339,41.69110545001663
Rua de Monserrate,Rua da Escola Industrial e Comercial,372.98602428158455,4.475832291379015,1.5871989113902036,-8.840138242488315,41.69376513200318
Rua da Escola Industrial e Comercial,Rua de Monserrate,96.91288025330228,1.1629545630396272,0.37579614705828635,-8.840138242488315,41.69376513200318
Avenida 25 de Abril,Rua Domingos José de Morais,109.35886662838479,1.3123063995406175,7.430197554621805,-8.834567300011212,41.695077200008654
Rua Domingos José de Morais,Avenida 25 de Abril,86.63570624756886,1.0396284749708262,2.8077545745630106,-8.834567300011212,41.695077200008654
Rua de São José,Rua da Cidade de Riom,56.79246045440521,0.6815095254528625,6.304180781735592,-8.83798676452644,41.69551621663233
Rua da Cidade de Riom,Rua de São José,109.555475522311,1.314665706267732,5.552570615571593,-8.83798676452644,41.69551621663233
Rua Santa Teresa,Rua Bernardo Abrunhosa,52.07106889175072,0.6248528267010086,6.802329333060536,-8.835578000000002,41.695013199999984
Rua Bernardo Abrunhosa,Rua Santa Teresa,167.89343178147868,2.014721181377744,4.884996149031433,-8.835578000000002,41.695013199999984
Rua de São José; Rua Portela de Baixo,Rua Portela de Baixo,45.83680610358899,0.550041673243068,9.004871210752418,-8.8343814,41.69392719999999
Rua Portela de Baixo,Rua de São José; Rua Portela de Baixo,310.8249090951811,3.7298989091421735,4.582353273877315,-8.8343814,41.69392719999999
Rua da Escola Industrial e Comercial,Avenida do Atlântico,137.59313879077237,1.6511176654892683,1.0853888602410957,-8.8430915,41.69300799999999
Avenida do Atlântico,Rua da Escola Industrial e Comercial,372.98602428158455,4.475832291379015,1.5871989113902036,-8.8430915,41.69300799999999
Avenida 25 de Abril,Rua Dom Moisés Alves de Pinho (Missionário),139.28438914774733,1.6714126697729679,8.328751598320181,-8.833629050066333,41.69541540005485
Rua Dom Moisés Alves de Pinho (Missionário),Avenida 25 de Abril,86.63570624756886,1.0396284749708262,2.8077545745630106,-8.833629050066333,41.69541540005485
Rua Domingos José de Morais,Rua dos Santos Mártires,68.74100496484691,0.8248920595781628,1.5166390839517105,-8.8353928,41.695781
Rua dos Santos Mártires,Rua Domingos José de Morais,109.35886662838479,1.3123063995406175,7.430197554621805,-8.8353928,41.695781
Rua da Cidade de Riom,Rua do Sport Club Vianense,50.36548463824841,0.6043858156589809,2.2378458309074203,-8.8386381,41.6956454
Rua do Sport Club Vianense,Rua da Cidade de Riom,52.9186946482512,0.6350243357790144,5.558025586559411,-8.8386381,41.6956454
Rua Bernardo Abrunhosa,Rua dos Santos Mártires,70.21332248457821,0.8425598698149386,1.0444093630823632,-8.8360122,41.69535110000001
Rua dos Santos Mártires,Rua Bernardo Abrunhosa,52.07106889175072,0.6248528267010086,6.802329333060536,-8.8360122,41.69535110000001
Avenida Conde da Carreira,Rua Portela de Baixo,45.83680610358899,0.550041673243068,9.004871210752418,-8.833865036122923,41.694017531489294
Rua Portela de Baixo,Avenida Conde da Carreira,49.907657475870664,0.5988918897104479,1.3202254293815363,-8.833865036122923,41.694017531489294
Avenida Conde da Carreira,Avenida General Humberto Delgado,274.5756420310807,3.294907704372968,4.48634684076976,-8.833865036122923,41.694017531489294
Avenida General Humberto Delgado,Avenida Conde da Carreira,49.907657475870664,0.5988918897104479,1.3202254293815363,-8.833865036122923,41.694017531489294
Rua Portela de Baixo,Avenida General Humberto Delgado,274.5756420310807,3.294907704372968,4.48634684076976,-8.833865036122923,41.694017531489294
Avenida General Humberto Delgado,Rua Portela de Baixo,45.83680610358899,0.550041673243068,9.004871210752418,-8.833865036122923,41.694017531489294
Avenida do Atlântico,Avenida de Angola,196.21204030222347,2.354544483626682,0.8911330609602551,-8.8447429,41.6931107
Avenida de Angola,Avenida do Atlântico,137.59313879077237,1.6511176654892683,1.0853888602410957,-8.8447429,41.6931107
Avenida de Angola,Rua Doutor Pedro Barbosa,133.71506141934486,1.6045807370321383,2.1653596367509245,-8.8454595,41.6947067
Rua Doutor Pedro Barbosa,Avenida de Angola,196.21204030222347,2.354544483626682,0.8911330609602551,-8.8454595,41.6947067
